#,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
478,SEALIP/TH/PTT/1,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring ,nd,nd,22.1730,nd,nd,nd,nd,nd,nd,0.0070,nd,0.8690,nd,0.0563,nd,nd,nd,72.0047,nd,nd,1.2867,nd,nd,nd,nd,nd,nd,nd,0.1410,3.4547,nd,pXRF,,
479,SEALIP/TH/PTT/2,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,nd,nd,13.6110,nd,nd,nd,nd,nd,nd,0.0197,nd,0.7557,nd,0.0413,nd,0.1090,0.5163,56.1227,nd,nd,6.0990,nd,nd,nd,nd,1.8315,nd,nd,0.3787,20.7767,nd,pXRF,,
480,SEALIP/TH/PTT/3,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,33.9000,nd,35.3833,nd,nd,nd,nd,nd,nd,nd,nd,2.7400,nd,0.0867,nd,nd,nd,27.4100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,SEM-EDS,corroded,
481,SEALIP/TH/PTT/4,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,nd,nd,33.4410,nd,nd,nd,nd,nd,nd,nd,nd,1.0203,nd,nd,0.0343,nd,nd,63.9680,nd,nd,0.6497,nd,nd,nd,nd,nd,nd,nd,0.0425,0.8177,nd,pXRF,Corroded,
482,SEALIP/TH/PTT/5,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,nd,0.0283,18.4297,nd,nd,nd,nd,nd,nd,0.0053,nd,5.7173,nd,0.1657,nd,nd,nd,75.0450,0.0250,nd,0.3280,nd,0.0717,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
483,SEALIP/TH/PTT/6,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,nd,nd,17.5783,nd,nd,nd,nd,nd,nd,0.0055,0.0355,4.9517,nd,0.1910,0.0645,nd,nd,75.6890,nd,nd,0.9307,nd,nd,nd,nd,nd,nd,nd,nd,0.4570,nd,pXRF,,
484,SEALIP/TH/PTT/7,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,lead strip,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,99.6330,nd,nd,nd,nd,nd,0.1170,nd,nd,nd,nd,nd,0.1440,nd,nd,nd,nd,nd,nd,nd,pXRF,,
485,SEALIP/TH/SCP/1,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,animal figurine,nd,nd,19.5003,0.0265,nd,nd,nd,nd,nd,0.0043,nd,3.2473,nd,nd,0.0337,nd,nd,72.5487,nd,nd,0.2367,nd,0.0420,nd,nd,1.0410,nd,nd,nd,3.8133,nd,pXRF,Corroded,
486,SEALIP/TH/SCP/2,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,bangle,nd,nd,15.7317,nd,nd,nd,nd,0.0090,0.0080,0.0140,0.0340,3.6563,nd,0.1553,0.0443,nd,nd,73.2393,nd,nd,0.7323,nd,nd,nd,nd,nd,nd,nd,nd,6.0327,nd,pXRF,,
487,SEALIP/TH/SCP/3,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,socketed axe,nd,nd,4.5840,nd,nd,nd,nd,nd,nd,nd,nd,0.0350,0.0140,0.0277,nd,nd,nd,95.1737,0.0190,nd,0.1557,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
488,SEALIP/TH/TC/1,Early-Mid Iron Age,400 - 100 BC,Tham Cheng, 99.214215, 10.237223,,Chumpon Province,Thailand,vessel (rim sample),nd,nd,1.2000,nd,nd,0.0072,nd,nd,nd,nd,nd,0.0071,nd,0.0106,nd,nd,nd,86.0000,0.1701,0.0427,0.8543,nd,nd,0.0005,nd,0.0388,nd,nd,nd,0.2700,nd,,,
489,SEALIP/TH/TK/1,,,Tha Kae,100.619445, 14.843889,,Lopburi Province,Thailand,-,nd,0.4520,0.1677,nd,nd,nd,nd,nd,nd,nd,0.0207,0.1613,nd,0.2435,0.0420,nd,nd,98.0215,0.0415,nd,0.0305,nd,nd,nd,nd,nd,0.7310,nd,0.0960,2.5320,nd,pXRF,,
490,SEALIP/TH/TTT/1,Early-Mid Iron Age,400 - 100 BC,Tham Tha Thun, 98.957409, 10.348570,,Chumpon Province,Thailand,bronze vessel,nd,0.0119,5.3000,nd,nd,0.0256,nd,nd,nd,nd,0.0010,0.0491,nd,0.0419,nd,nd,nd,73.0000,0.0092,0.0015,0.0299,nd,nd,nd,0.0018,0.0597,nd,nd,nd,0.6300,nd,,,
491,SEALIP/VN/CT/1,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319,20.210976,,Hanoi capital region,Vietnam,small bowl with raised and incised knob,nd,0.4544,25.3472,nd,nd,0.1605,nd,nd,nd,nd,0.2987,23.3127,0.0177,1.6755,nd,nd,2.3984,45.7475,0.1144,0.0338,0.4391,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
492,SEALIP/VN/CT/2,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319,20.210976,,Hanoi capital region,Vietnam,large bowl with single incised interior rim. slightly raised knob and triple incised exterior rim,nd,0.0329,17.4588,nd,nd,0.0199,nd,nd,nd,nd,0.1230,2.6024,nd,nd,nd,nd,0.8816,78.8256,0.0501,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
493,SEALIP/VN/CT/3,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319,20.210976,,Hanoi capital region,Vietnam,medium bowl with double incised interior rim and no exterior incision,nd,0.1053,6.3786,nd,nd,0.1843,nd,nd,nd,nd,0.1468,12.9612,nd,1.5543,nd,nd,0.4128,78.1565,0.0957,0.0130,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
494,SEALIP/VN/CT/4,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319,20.210976,,Hanoi capital region,Vietnam,large bowl with triple exterior incision,nd,0.2765,11.1137,nd,nd,0.1326,nd,nd,nd,nd,0.1674,19.2736,nd,0.5134,nd,nd,0.3566,67.8523,0.1056,0.0177,0.1786,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
495,SEALIP/VN/CT/5,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319,20.210976,,Hanoi capital region,Vietnam,large bowl with single incised interior rim. slightly raised knob and triple incised exterior rim,nd,0.1272,11.4685,nd,nd,0.2479,nd,nd,nd,nd,0.3007,9.4325,nd,1.2738,nd,nd,0.3015,76.6780,0.0609,nd,0.1042,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
496,SEALIP/VN/DH/1,Western Han,206 BC - AD 9,Doc Hong,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Vietnam,incised plate/dish (dia),nd,0.4670,36.7656,nd,nd,0.6696,nd,nd,nd,nd,0.9250,24.6325,nd,1.6860,nd,nd,nd,29.5825,0.2080,0.0110,5.0142,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
497,SEALIP/VN/DH/2,Western Han,206 BC - AD 9,Doc Hong,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Vietnam,drinking vessel (nhi boi),nd,0.4839,23.1664,nd,nd,0.2108,nd,nd,nd,nd,0.2004,13.8476,nd1,0.8425,nd,nd,3.2048,52.8865,0.0439,nd,5.0995,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
498,SEALIP/VN/DH/3,Western Han,206 BC - AD 9,Doc Hong,105.685539,21.135396,Western Han tomb near modern bronze casting village,Bac Ninh Province,Vietnam,Dragon-headed spoon (dia),nd,0.8571,19.4514,nd,nd,0.4621,nd,nd,nd,nd,0.2310,28.0401,nd2,0.7949,nd,nd,nd,44.3461,0.0380,nd,5.7557,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
499,SEALIP/VN/DS/1,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0593,1.7630,0.0113,0.0483,0.0000,nd,nd,nd,0.0137,nd,6.0083,nd,nd,nd,nd,nd,89.3563,0.0210,nd,0.0600,nd,nd,nd,nd,1.1393,nd,nd,nd,1.0203,nd,pXRF,,
500,SEALIP/VN/DS/2,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.8977,8.0127,0.0163,nd,0.2357,nd,nd,nd,0.0170,nd,10.9877,nd,nd,nd,nd,nd,77.0720,nd,nd,0.1007,nd,nd,nd,nd,1.5920,nd,nd,nd,0.4070,nd,pXRF,,
501,SEALIP/VN/DS/3,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,nd,7.6617,0.1307,0.1470,nd,nd,nd,nd,0.0293,nd,7.6413,nd,nd,nd,nd,nd,77.5837,nd,nd,0.3320,nd,nd,0.0377,0.0000,3.4527,nd,nd,0.4977,2.3020,nd,pXRF,,
502,SEALIP/VN/DS/4,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0193,nd,2.4570,nd,nd,nd,nd,nd,88.0517,nd,nd,0.5130,nd,nd,nd,nd,2.5393,nd,nd,2.2913,3.9400,nd,pXRF,corroded,
503,SEALIP/VN/DS/5,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.2777,14.5300,0.2293,0.2360,nd,nd,nd,nd,0.0283,nd,17.8123,nd,nd,nd,nd,nd,62.7033,nd,nd,0.1173,nd,nd,nd,nd,1.8280,nd,nd,0.4123,1.1067,nd,pXRF,corroded,
504,SEALIP/VN/DS/6,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,nd,0.1583,0.0257,0.0913,nd,nd,nd,nd,0.0197,nd,1.7267,nd,0.2737,nd,nd,nd,91.5867,0.0097,nd,0.1253,nd,nd,nd,nd,2.5510,nd,nd,0.3240,3.0180,nd,pXRF,,
505,SEALIP/VN/DS/7,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini tympanum,nd,0.1107,17.2227,0.0747,0.0363,nd,nd,nd,nd,0.0207,nd,11.0963,nd,nd,nd,nd,nd,66.8373,0.0500,nd,0.3427,nd,nd,nd,nd,2.7123,nd,nd,nd,1.2403,nd,pXRF,,
506,SEALIP/VN/DS/8,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0940,6.4647,0.0217,0.0240,nd,nd,nd,nd,0.0137,nd,11.0340,nd,0.5757,nd,nd,nd,75.3980,0.0100,nd,0.2140,nd,nd,nd,nd,1.5713,nd,nd,0.8193,3.6320,nd,pXRF,,
507,SEALIP/VN/DS/9,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.9217,2.5950,0.3950,0.3400,1.8360,nd,nd,nd,0.0413,nd,1.2393,nd,1.2340,nd,nd,0.1370,86.1427,nd,nd,0.1123,nd,0.3510,0.6103,1.5810,nd,nd,nd,0.1877,0.9527,nd,pXRF,corroded,
508,SEALIP/VN/DS/10,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0227,15.3887,0.0327,nd,nd,nd,nd,nd,nd,nd,0.0777,nd,0.0387,nd,nd,nd,83.2970,nd,nd,0.4993,nd,nd,nd,0.1833,nd,0.0553,nd,0.0203,0.2447,nd,pXRF,,
509,SEALIP/VN/DS/11,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0720,3.1383,nd,nd,nd,nd,nd,nd,nd,nd,1.7460,nd,0.1823,nd,nd,nd,94.3913,0.0310,nd,0.0723,nd,nd,nd,nd,nd,nd,nd,nd,0.3013,nd,pXRF,,
510,SEALIP/VN/DS/12,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0513,0.1973,nd,0.0333,nd,nd,nd,nd,0.0057,nd,1.2953,nd,0.2253,nd,nd,nd,97.5933,0.0403,nd,0.0000,nd,nd,nd,nd,nd,nd,nd,0.0950,0.4027,nd,pXRF,,
511,SEALIP/VN/DS/13,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.1340,0.1540,0.0413,nd,nd,nd,nd,nd,0.0080,nd,0.6910,nd,0.6297,nd,nd,nd,97.2787,0.0667,nd,0.0563,nd,0.0107,0.0637,0.0623,nd,nd,nd,0.0320,0.6603,nd,pXRF,,
512,SEALIP/VN/DS/14,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0663,9.9317,nd,nd,nd,nd,nd,nd,0.0083,nd,13.4700,nd,nd,nd,nd,nd,75.9440,0.0080,nd,nd,nd,nd,nd,0.1133,nd,nd,nd,nd,nd,nd,pXRF,,
513,SEALIP/VN/DS/15,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,nd,0.0187,nd,0.0093,nd,nd,nd,nd,0.0050,nd,2.0117,nd,0.1327,nd,nd,nd,97.1387,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.6220,nd,pXRF,,
514,SEALIP/VN/DS/16,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.1690,0.1067,0.1370,0.1877,nd,nd,nd,nd,0.0207,nd,0.9897,nd,0.0230,nd,nd,nd,93.4800,nd,nd,0.0103,nd,nd,nd,0.0297,1.7457,nd,nd,0.1163,1.7303,nd,pXRF,,
515,SEALIP/VN/DS/17,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.1640,19.6553,0.0100,nd,nd,nd,nd,nd,0.0090,nd,14.4723,nd,nd,nd,nd,nd,65.0200,0.0440,nd,0.1763,nd,nd,nd,0.1967,0.0000,nd,nd,nd,nd,nd,pXRF,,
516,SEALIP/VN/DS/18,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,nd,0.0227,18.8173,0.0763,nd,nd,nd,nd,nd,0.0110,nd,2.6623,nd,nd,nd,nd,nd,73.9500,nd,nd,0.6397,nd,nd,nd,nd,0.6617,nd,nd,0.1917,2.4100,nd,pXRF,,
517,SEALIP/VN/DS/19,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,situla,nd,0.1123,1.3030,0.0200,0.0400,nd,nd,nd,nd,0.0073,nd,2.5230,nd,0.1097,nd,nd,nd,90.7517,nd,nd,0.0067,nd,0.0140,0.0170,0.0400,nd,nd,nd,0.1317,4.5677,nd,pXRF,corroded,
518,SEALIP/VN/DS/20,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,medium drum,nd,0.0517,16.3707,0.0780,nd,nd,nd,nd,nd,0.0000,nd,0.0827,nd,0.0823,nd,nd,nd,82.2303,0.0250,nd,0.2120,nd,nd,nd,0.0883,nd,0.2350,nd,0.1553,0.3387,nd,pXRF,,
519,SEALIP/VN/DT/1,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222, 21.798611,cemetery,Tuyen Quang Province,Vietnam,large adze,nd,0.1941,13.6573,nd,nd,0.0115,nd,nd,nd,nd,0.0355,3.3659,nd,nd,nd,nd,3.4527,79.1246,0.0544,nd,0.0774,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
520,SEALIP/VN/DT/2,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222, 21.798611,cemetery,Tuyen Quang Province,Vietnam,forged socketed cutting tool,nd,0.1143,9.0278,nd,nd,0.0434,nd,nd,nd,nd,0.0101,0.3109,nd,0.0792,nd,nd,3.0114,87.0642,0.0470,nd,0.2811,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
521,SEALIP/VN/DT/3,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222, 21.798611,cemetery,Tuyen Quang Province,Vietnam,cast socket adze,nd,0.1565,13.4134,nd,nd,0.0130,nd,nd,nd,nd,nd,1.7451,nd,0.0447,nd,nd,5.4693,78.9702,0.0682,nd,0.0875,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
522,SEALIP/VN/DT/4,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222, 21.798611,cemetery,Tuyen Quang Province,Vietnam,square socket adze. flared blade,nd,0.0923,12.9240,nd,nd,0.0117,nd,nd,nd,nd,0.0276,0.0150,nd,0.1381,nd,nd,1.7609,84.9870,0.0268,0.0111,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal,
523,SEALIP/VN/DT/5,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222, 21.798611,cemetery,Tuyen Quang Province,Vietnam,Dongson drum,nd,0.0459,14.1468,nd,nd,0.0256,nd,nd,nd,nd,0.0116,nd,nd,0.0582,nd,nd,1.3705,84.1569,0.0254,nd,0.1508,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
524,SEALIP/VN/DTR/1,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,scraper frags,nd,nd,31.0760,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0457,nd,nd,nd,68.8000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,,
525,SEALIP/VN/DTR/2,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,nd,nd,20.0393,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0610,nd,nd,nd,77.2067,nd,nd,0.0590,nd,nd,nd,nd,nd,nd,nd,2.0467,0.5303,nd,pXRF,,
526,SEALIP/VN/DTR/3,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,drill,nd,nd,33.4440,0.0970,nd,nd,nd,nd,nd,nd,nd,0.0203,nd,0.0667,nd,nd,0.0137,60.9320,nd,nd,1.8953,nd,nd,nd,nd,nd,nd,nd,2.5197,1.0023,nd,pXRF,,
527,SEALIP/VN/DTR/4,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,nd,nd,11.3430,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.1057,nd,nd,nd,88.1223,nd,nd,nd,nd,nd,nd,nd,nd,0.3703,nd,nd,nd,nd,pXRF,,
528,SEALIP/VN/DTR/5,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,needle,nd,nd,18.4353,0.0403,nd,nd,nd,nd,nd,nd,nd,0.1853,nd,0.0360,nd,nd,nd,79.7460,nd,nd,0.0143,nd,nd,nd,nd,nd,nd,nd,0.7053,0.7680,nd,pXRF,,
529,SEALIP/VN/DTR/6,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,arrowhead,nd,nd,23.8890,0.0000,nd,nd,nd,nd,nd,nd,nd,0.0247,nd,0.0267,nd,nd,nd,64.6583,nd,nd,0.4507,nd,nd,nd,nd,nd,nd,nd,8.4610,2.4863,nd,pXRF,Corroded,
530,SEALIP/VN/DTR/7,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,nd,nd,23.8537,0.1887,nd,nd,nd,nd,nd,nd,nd,0.3770,nd,nd,nd,nd,nd,71.9930,nd,nd,0.1213,nd,nd,nd,nd,nd,nd,nd,2.7563,0.7010,nd,pXRF,,
531,SEALIP/VN/DTR/8,Đồng Dầu,9e - 6e century BCE,Dai Trach,106.044084, 21.056259,,Bac Ninh Province,Vietnam,pediform axe fragment,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,heavily Corroded,
532,SEALIP/VN/DTR/9,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,nd,nd,52.1060,0.0985,nd,nd,nd,nd,nd,nd,nd,0.0135,nd,0.0675,nd,nd,0.1445,44.2125,nd,nd,0.2775,nd,nd,nd,nd,nd,nd,nd,2.1645,0.9055,nd,pXRF,corroded,
533,SEALIP/VN/DTR/10,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,thap fragment,nd,0.1553,17.8593,nd,nd,nd,nd,nd,nd,nd,nd,23.2677,nd,nd,nd,nd,0.0613,56.6390,0.0077,nd,1.0347,nd,nd,nd,nd,0.8493,nd,nd,nd,nd,nd,pXRF,,
534,SEALIP/VN/DTR/11,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spear socket,nd,nd,29.2383,0.1003,nd,nd,nd,nd,nd,nd,nd,0.1303,nd,0.0467,nd,nd,0.1000,68.3727,nd,nd,0.3397,nd,nd,nd,nd,nd,nd,nd,0.7537,0.9153,nd,pXRF,,
535,SEALIP/VN/DTR/12,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spearhead fragment,nd,nd,18.0880,nd,nd,nd,nd,nd,nd,0.0113,0.0160,16.5297,nd,nd,nd,nd,nd,64.2710,nd,nd,0.3553,nd,nd,nd,nd,nd,nd,nd,nd,0.7057,nd,pXRF,,
536,SEALIP/VN/DTR/13,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,chisel,nd,nd,19.3323,nd,nd,nd,nd,nd,nd,nd,nd,0.0163,nd,0.0477,nd,nd,0.0130,79.5543,nd,nd,0.1787,nd,nd,nd,0.0780,nd,0.2980,nd,nd,0.4303,nd,pXRF,,
537,SEALIP/VN/DX/1,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,small socketed implement Pb,nd,0.0230,0.0479,nd,nd,0.0760,nd,nd,nd,nd,nd,95.0000,0.0300,nd,nd,nd,1.7300,0.8600,nd,nd,1.4700,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
538,SEALIP/VN/DX/2,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,chopped decorated Pb,nd,nd,0.0080,nd,nd,0.0300,nd,nd,nd,nd,nd,100.0000,nd,nd,nd,nd,0.0200,0.0400,nd,nd,0.3000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
539,SEALIP/VN/DX/3,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,socketed projectile,nd,0.0672,1.2018,nd,nd,0.0896,nd,nd,nd,nd,0.0197,2.6751,nd,1.0670,nd,nd,0.7233,94.0971,0.0401,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
540,SEALIP/VN/DX/4,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,socketed projectile,nd,0.1194,3.4761,nd,nd,0.0359,nd,nd,nd,nd,0.0113,3.3084,nd,0.1367,nd,nd,1.3372,91.2329,0.0659,nd,0.2693,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
541,SEALIP/VN/DX/5,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,socketed projectile Pb,nd,0.1330,0.0350,nd,nd,5.9000,nd,nd,nd,nd,nd,90.0000,0.0500,nd,nd,nd,1.6800,0.5300,0.0200,nd,1.6000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
542,SEALIP/VN/DX/6,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,small socketed implement,nd,0.0930,0.9980,nd,nd,0.1791,nd,nd,nd,nd,0.0329,1.6908,nd,1.2781,nd,nd,1.0630,93.1135,0.1033,nd,1.4292,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
543,SEALIP/VN/DX/7,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,small socketed implement,nd,0.1524,3.4584,nd,nd,0.3786,nd,nd,nd,nd,0.0854,11.1998,nd,1.9374,nd,nd,1.3236,64.3181,0.0583,0.0427,17.0414,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Corrosion,
544,SEALIP/VN/DX/8,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422,20.564421,cemetery,Hai Phong Province,Vietnam,bracelet,nd,0.1190,7.9764,nd,nd,0.0248,nd,nd,nd,nd,0.0509,12.1765,nd,nd,nd,nd,0.9955,78.2818,0.0518,nd,0.3203,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Metal and corrosion,
