id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
495,SEALIP/VN/CT/5,Bắc thuộc,100 BC – AD 100,Cam Thuy,105.468319°,20.210976°,,,Vietnam,large bowl with single incised interior rim. slightly raised knob and triple incised exterior rim,0.0001,0.1272,11.4685,0.0001,0.0001,0.2479,0.0001,0.0001,0.0001,0.0001,0.3007,9.4325,0.0001,1.2738,0.0001,0.0001,0.3015,76.6780,0.0609,0.0001,0.1042,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
496,SEALIP/VN/DH/1,Western Han,206 BC - AD 9,Doc Hong,105.685539°,21.135396°,Western Han tomb near modern bronze casting village,,Vietnam,incised plate/dish (dia),0.0001,0.4670,36.7656,0.0001,0.0001,0.6696,0.0001,0.0001,0.0001,0.0001,0.9250,24.6325,0.0001,1.6860,0.0001,0.0001,0.0001,29.5825,0.2080,0.0110,5.0142,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
497,SEALIP/VN/DH/2,Western Han,206 BC - AD 9,Doc Hong,105.685539°,21.135396°,Western Han tomb near modern bronze casting village,,Vietnam,drinking vessel (nhi boi),0.0001,0.4839,23.1664,0.0001,0.0001,0.2108,0.0001,0.0001,0.0001,0.0001,0.2004,13.8476,0.0001,0.8425,0.0001,0.0001,3.2048,52.8865,0.0439,0.0001,5.0995,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
498,SEALIP/VN/DH/3,Western Han,206 BC - AD 9,Doc Hong,105.685539°,21.135396°,Western Han tomb near modern bronze casting village,,Vietnam,Dragon-headed spoon (dia),0.0001,0.8571,19.4514,0.0001,0.0001,0.4621,0.0001,0.0001,0.0001,0.0001,0.2310,28.0401,0.0001,0.7949,0.0001,0.0001,0.0001,44.3461,0.0380,0.0001,5.7557,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
499,SEALIP/VN/DS/1,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0593,1.7630,0.0113,0.0483,0.0000,0.0001,0.0001,0.0001,0.0137,0.0001,6.0083,0.0001,0.0001,0.0001,0.0001,0.0001,89.3563,0.0210,0.0001,0.0600,0.0001,0.0001,0.0001,0.0001,1.1393,0.0001,0.0001,0.0001,1.0203,0.0001,pXRF,,
500,SEALIP/VN/DS/2,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.8977,8.0127,0.0163,0.0001,0.2357,0.0001,0.0001,0.0001,0.0170,0.0001,10.9877,0.0001,0.0001,0.0001,0.0001,0.0001,77.0720,0.0001,0.0001,0.1007,0.0001,0.0001,0.0001,0.0001,1.5920,0.0001,0.0001,0.0001,0.4070,0.0001,pXRF,,
501,SEALIP/VN/DS/3,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0001,7.6617,0.1307,0.1470,0.0001,0.0001,0.0001,0.0001,0.0293,0.0001,7.6413,0.0001,0.0001,0.0001,0.0001,0.0001,77.5837,0.0001,0.0001,0.3320,0.0001,0.0001,0.0377,0.0000,3.4527,0.0001,0.0001,0.4977,2.3020,0.0001,pXRF,,
502,SEALIP/VN/DS/4,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0193,0.0001,2.4570,0.0001,0.0001,0.0001,0.0001,0.0001,88.0517,0.0001,0.0001,0.5130,0.0001,0.0001,0.0001,0.0001,2.5393,0.0001,0.0001,2.2913,3.9400,0.0001,pXRF,corroded,
503,SEALIP/VN/DS/5,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.2777,14.5300,0.2293,0.2360,0.0001,0.0001,0.0001,0.0001,0.0283,0.0001,17.8123,0.0001,0.0001,0.0001,0.0001,0.0001,62.7033,0.0001,0.0001,0.1173,0.0001,0.0001,0.0001,0.0001,1.8280,0.0001,0.0001,0.4123,1.1067,0.0001,pXRF,corroded,
504,SEALIP/VN/DS/6,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0001,0.1583,0.0257,0.0913,0.0001,0.0001,0.0001,0.0001,0.0197,0.0001,1.7267,0.0001,0.2737,0.0001,0.0001,0.0001,91.5867,0.0097,0.0001,0.1253,0.0001,0.0001,0.0001,0.0001,2.5510,0.0001,0.0001,0.3240,3.0180,0.0001,pXRF,,
505,SEALIP/VN/DS/7,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini tympanum,0.0001,0.1107,17.2227,0.0747,0.0363,0.0001,0.0001,0.0001,0.0001,0.0207,0.0001,11.0963,0.0001,0.0001,0.0001,0.0001,0.0001,66.8373,0.0500,0.0001,0.3427,0.0001,0.0001,0.0001,0.0001,2.7123,0.0001,0.0001,0.0001,1.2403,0.0001,pXRF,,
506,SEALIP/VN/DS/8,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0940,6.4647,0.0217,0.0240,0.0001,0.0001,0.0001,0.0001,0.0137,0.0001,11.0340,0.0001,0.5757,0.0001,0.0001,0.0001,75.3980,0.0100,0.0001,0.2140,0.0001,0.0001,0.0001,0.0001,1.5713,0.0001,0.0001,0.8193,3.6320,0.0001,pXRF,,
507,SEALIP/VN/DS/9,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.9217,2.5950,0.3950,0.3400,1.8360,0.0001,0.0001,0.0001,0.0413,0.0001,1.2393,0.0001,1.2340,0.0001,0.0001,0.1370,86.1427,0.0001,0.0001,0.1123,0.0001,0.3510,0.6103,1.5810,0.0001,0.0001,0.0001,0.1877,0.9527,0.0001,pXRF,corroded,
508,SEALIP/VN/DS/10,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0227,15.3887,0.0327,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0777,0.0001,0.0387,0.0001,0.0001,0.0001,83.2970,0.0001,0.0001,0.4993,0.0001,0.0001,0.0001,0.1833,0.0001,0.0553,0.0001,0.0203,0.2447,0.0001,pXRF,,
509,SEALIP/VN/DS/11,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0720,3.1383,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.7460,0.0001,0.1823,0.0001,0.0001,0.0001,94.3913,0.0310,0.0001,0.0723,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3013,0.0001,pXRF,,
510,SEALIP/VN/DS/12,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0513,0.1973,0.0001,0.0333,0.0001,0.0001,0.0001,0.0001,0.0057,0.0001,1.2953,0.0001,0.2253,0.0001,0.0001,0.0001,97.5933,0.0403,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0950,0.4027,0.0001,pXRF,,
511,SEALIP/VN/DS/13,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.1340,0.1540,0.0413,0.0001,0.0001,0.0001,0.0001,0.0001,0.0080,0.0001,0.6910,0.0001,0.6297,0.0001,0.0001,0.0001,97.2787,0.0667,0.0001,0.0563,0.0001,0.0107,0.0637,0.0623,0.0001,0.0001,0.0001,0.0320,0.6603,0.0001,pXRF,,
512,SEALIP/VN/DS/14,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0663,9.9317,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0083,0.0001,13.4700,0.0001,0.0001,0.0001,0.0001,0.0001,75.9440,0.0080,0.0001,0.0001,0.0001,0.0001,0.0001,0.1133,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
513,SEALIP/VN/DS/15,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0001,0.0187,0.0001,0.0093,0.0001,0.0001,0.0001,0.0001,0.0050,0.0001,2.0117,0.0001,0.1327,0.0001,0.0001,0.0001,97.1387,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6220,0.0001,pXRF,,
514,SEALIP/VN/DS/16,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.1690,0.1067,0.1370,0.1877,0.0001,0.0001,0.0001,0.0001,0.0207,0.0001,0.9897,0.0001,0.0230,0.0001,0.0001,0.0001,93.4800,0.0001,0.0001,0.0103,0.0001,0.0001,0.0001,0.0297,1.7457,0.0001,0.0001,0.1163,1.7303,0.0001,pXRF,,
515,SEALIP/VN/DS/17,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.1640,19.6553,0.0100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0090,0.0001,14.4723,0.0001,0.0001,0.0001,0.0001,0.0001,65.0200,0.0440,0.0001,0.1763,0.0001,0.0001,0.0001,0.1967,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
516,SEALIP/VN/DS/18,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,mini drum,0.0001,0.0227,18.8173,0.0763,0.0001,0.0001,0.0001,0.0001,0.0001,0.0110,0.0001,2.6623,0.0001,0.0001,0.0001,0.0001,0.0001,73.9500,0.0001,0.0001,0.6397,0.0001,0.0001,0.0001,0.0001,0.6617,0.0001,0.0001,0.1917,2.4100,0.0001,pXRF,,
517,SEALIP/VN/DS/19,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,situla,0.0001,0.1123,1.3030,0.0200,0.0400,0.0001,0.0001,0.0001,0.0001,0.0073,0.0001,2.5230,0.0001,0.1097,0.0001,0.0001,0.0001,90.7517,0.0001,0.0001,0.0067,0.0001,0.0140,0.0170,0.0400,0.0001,0.0001,0.0001,0.1317,4.5677,0.0001,pXRF,corroded,
518,SEALIP/VN/DS/20,Đông Sơn,500 - 100 BC,Đông Sơn,105.620726, 20.921841,probably cemetery,Than Hoa Province,Vietnam,medium drum,0.0001,0.0517,16.3707,0.0780,0.0001,0.0001,0.0001,0.0001,0.0001,0.0000,0.0001,0.0827,0.0001,0.0823,0.0001,0.0001,0.0001,82.2303,0.0250,0.0001,0.2120,0.0001,0.0001,0.0001,0.0883,0.0001,0.2350,0.0001,0.1553,0.3387,0.0001,pXRF,,
519,SEALIP/VN/DT/1,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222°, 21.798611°,cemetery,,Vietnam,large adze,0.0001,0.1941,13.6573,0.0001,0.0001,0.0115,0.0001,0.0001,0.0001,0.0001,0.0355,3.3659,0.0001,0.0001,0.0001,0.0001,3.4527,79.1246,0.0544,0.0001,0.0774,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
520,SEALIP/VN/DT/2,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222°, 21.798611°,cemetery,,Vietnam,forged socketed cutting tool,0.0001,0.1143,9.0278,0.0001,0.0001,0.0434,0.0001,0.0001,0.0001,0.0001,0.0101,0.3109,0.0001,0.0792,0.0001,0.0001,3.0114,87.0642,0.0470,0.0001,0.2811,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
521,SEALIP/VN/DT/3,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222°, 21.798611°,cemetery,,Vietnam,cast socket adze,0.0001,0.1565,13.4134,0.0001,0.0001,0.0130,0.0001,0.0001,0.0001,0.0001,0.0001,1.7451,0.0001,0.0447,0.0001,0.0001,5.4693,78.9702,0.0682,0.0001,0.0875,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
522,SEALIP/VN/DT/4,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222°, 21.798611°,cemetery,,Vietnam,square socket adze. flared blade,0.0001,0.0923,12.9240,0.0001,0.0001,0.0117,0.0001,0.0001,0.0001,0.0001,0.0276,0.0150,0.0001,0.1381,0.0001,0.0001,1.7609,84.9870,0.0268,0.0111,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
523,SEALIP/VN/DT/5,Bắc thuộc,c. 2000 BP,Đào Thịnh,104.787222°, 21.798611°,cemetery,,Vietnam,Dongson drum,0.0001,0.0459,14.1468,0.0001,0.0001,0.0256,0.0001,0.0001,0.0001,0.0001,0.0116,0.0001,0.0001,0.0582,0.0001,0.0001,1.3705,84.1569,0.0254,0.0001,0.1508,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
524,SEALIP/VN/DTR/1,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,scraper frags,0.0001,0.0001,31.0760,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0457,0.0001,0.0001,0.0001,68.8000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
525,SEALIP/VN/DTR/2,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,0.0001,0.0001,20.0393,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0610,0.0001,0.0001,0.0001,77.2067,0.0001,0.0001,0.0590,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0467,0.5303,0.0001,pXRF,,
526,SEALIP/VN/DTR/3,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,drill,0.0001,0.0001,33.4440,0.0970,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0203,0.0001,0.0667,0.0001,0.0001,0.0137,60.9320,0.0001,0.0001,1.8953,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.5197,1.0023,0.0001,pXRF,,
527,SEALIP/VN/DTR/4,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,0.0001,0.0001,11.3430,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1057,0.0001,0.0001,0.0001,88.1223,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3703,0.0001,0.0001,0.0001,0.0001,pXRF,,
528,SEALIP/VN/DTR/5,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,needle,0.0001,0.0001,18.4353,0.0403,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1853,0.0001,0.0360,0.0001,0.0001,0.0001,79.7460,0.0001,0.0001,0.0143,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7053,0.7680,0.0001,pXRF,,
529,SEALIP/VN/DTR/6,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,arrowhead,0.0001,0.0001,23.8890,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0247,0.0001,0.0267,0.0001,0.0001,0.0001,64.6583,0.0001,0.0001,0.4507,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8.4610,2.4863,0.0001,pXRF,Corroded,
530,SEALIP/VN/DTR/7,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,fish hook,0.0001,0.0001,23.8537,0.1887,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.3770,0.0001,0.0001,0.0001,0.0001,0.0001,71.9930,0.0001,0.0001,0.1213,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.7563,0.7010,0.0001,pXRF,,
531,SEALIP/VN/DTR/8,Đồng Dầu,9e - 6e century BCE,Dai Trach,106.044084, 21.056259,,Bac Ninh Province,Vietnam,pediform axe fragment,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,heavily Corroded,
532,SEALIP/VN/DTR/9,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,0.0001,0.0001,52.1060,0.0985,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0135,0.0001,0.0675,0.0001,0.0001,0.1445,44.2125,0.0001,0.0001,0.2775,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.1645,0.9055,0.0001,pXRF,corroded,
533,SEALIP/VN/DTR/10,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,thap fragment,0.0001,0.1553,17.8593,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,23.2677,0.0001,0.0001,0.0001,0.0001,0.0613,56.6390,0.0077,0.0001,1.0347,0.0001,0.0001,0.0001,0.0001,0.8493,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
534,SEALIP/VN/DTR/11,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spear socket,0.0001,0.0001,29.2383,0.1003,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1303,0.0001,0.0467,0.0001,0.0001,0.1000,68.3727,0.0001,0.0001,0.3397,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7537,0.9153,0.0001,pXRF,,
535,SEALIP/VN/DTR/12,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spearhead fragment,0.0001,0.0001,18.0880,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0113,0.0160,16.5297,0.0001,0.0001,0.0001,0.0001,0.0001,64.2710,0.0001,0.0001,0.3553,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.7057,0.0001,pXRF,,
536,SEALIP/VN/DTR/13,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,chisel,0.0001,0.0001,19.3323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0163,0.0001,0.0477,0.0001,0.0001,0.0130,79.5543,0.0001,0.0001,0.1787,0.0001,0.0001,0.0001,0.0780,0.0001,0.2980,0.0001,0.0001,0.4303,0.0001,pXRF,,
537,SEALIP/VN/DX/1,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,small socketed implement Pb,0.0001,0.0230,0.0479,0.0001,0.0001,0.0760,0.0001,0.0001,0.0001,0.0001,0.0001,95.0000,0.0300,0.0001,0.0001,0.0001,1.7300,0.8600,0.0001,0.0001,1.4700,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
538,SEALIP/VN/DX/2,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,chopped decorated Pb,0.0001,0.0001,0.0080,0.0001,0.0001,0.0300,0.0001,0.0001,0.0001,0.0001,0.0001,100.0000,0.0001,0.0001,0.0001,0.0001,0.0200,0.0400,0.0001,0.0001,0.3000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
539,SEALIP/VN/DX/3,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,socketed projectile,0.0001,0.0672,1.2018,0.0001,0.0001,0.0896,0.0001,0.0001,0.0001,0.0001,0.0197,2.6751,0.0001,1.0670,0.0001,0.0001,0.7233,94.0971,0.0401,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
540,SEALIP/VN/DX/4,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,socketed projectile,0.0001,0.1194,3.4761,0.0001,0.0001,0.0359,0.0001,0.0001,0.0001,0.0001,0.0113,3.3084,0.0001,0.1367,0.0001,0.0001,1.3372,91.2329,0.0659,0.0001,0.2693,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
541,SEALIP/VN/DX/5,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,socketed projectile Pb,0.0001,0.1330,0.0350,0.0001,0.0001,5.9000,0.0001,0.0001,0.0001,0.0001,0.0001,90.0000,0.0500,0.0001,0.0001,0.0001,1.6800,0.5300,0.0200,0.0001,1.6000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
542,SEALIP/VN/DX/6,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,small socketed implement,0.0001,0.0930,0.9980,0.0001,0.0001,0.1791,0.0001,0.0001,0.0001,0.0001,0.0329,1.6908,0.0001,1.2781,0.0001,0.0001,1.0630,93.1135,0.1033,0.0001,1.4292,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
543,SEALIP/VN/DX/7,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,small socketed implement,0.0001,0.1524,3.4584,0.0001,0.0001,0.3786,0.0001,0.0001,0.0001,0.0001,0.0854,11.1998,0.0001,1.9374,0.0001,0.0001,1.3236,64.3181,0.0583,0.0427,17.0414,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
544,SEALIP/VN/DX/8,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,bracelet,0.0001,0.1190,7.9764,0.0001,0.0001,0.0248,0.0001,0.0001,0.0001,0.0001,0.0509,12.1765,0.0001,0.0001,0.0001,0.0001,0.9955,78.2818,0.0518,0.0001,0.3203,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
545,SEALIP/VN/DX/9,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,ring,0.0001,0.1057,20.7633,0.0001,0.0001,0.0227,0.0001,0.0001,0.0001,0.0001,0.0883,13.8326,0.0001,0.0001,0.0001,0.0001,0.8823,58.7775,0.0694,0.0423,5.4156,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Corrosion,
546,SEALIP/VN/DX/10,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,Dongson drum,0.0001,0.0139,8.1416,0.0001,0.0001,0.0021,0.0001,0.0001,0.0001,0.0001,0.0001,0.0657,0.0001,0.0324,0.0001,0.0001,0.3904,90.8596,0.0347,0.0001,0.4471,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal,
547,SEALIP/VN/DX/11,Late Đông Sơn/Western Han,200 - 50 BC,Đọng Xá,106.396422°,20.564421°,cemetery,,Vietnam,socket,0.0001,0.0700,2.7621,0.0001,0.0001,0.0307,0.0001,0.0001,0.0001,0.0001,0.0230,3.1473,0.0001,0.0001,0.0001,0.0001,0.6604,93.1438,0.0491,0.0001,0.1137,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
548,SEALIP/VN/GM/1,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho,Vietnam,socketed axe,0.0001,0.0001,15.3640,0.0001,0.0001,0.0001,0.0001,0.0173,0.0117,0.0001,0.0001,0.0000,0.0001,0.1540,0.0001,0.0001,0.0001,82.5160,0.0001,0.0001,0.6500,0.0001,0.0001,0.0001,0.0001,0.0001,0.2433,0.0001,0.4010,0.6313,0.0001,pXRF,,
549,SEALIP/VN/GM/2,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho,Vietnam,spearhead,0.0001,0.0001,11.9567,0.0001,0.0001,0.0001,0.0001,0.0403,0.0283,0.0001,0.0001,0.7220,0.0001,0.0001,0.0001,0.0001,0.0001,87.2390,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,pXRF,,
550,SEALIP/VN/GM/3,Gò Mun,8e - 6e century BCE,Gò Mun,105.359256,21.339197,,Phu Tho,Vietnam,spearpoint,0.0001,0.0000,7.6627,0.0000,0.0000,0.0000,0.0001,0.0001,0.0001,0.0000,0.0000,0.3583,0.0001,0.2113,0.0001,0.0001,0.0000,91.6290,0.0347,0.0001,0.0947,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,pXRF,,
